District,Constituency,Constituency Category,Candidate,Gender,Candidate Category,Age,Party,Votes,Position
UTTARA KANNADA ,Kumta,GEN,DINAKAR KESHAV SHETTY,M,GEN,56,JD(S),36336,2
UTTARA KANNADA ,Kumta,GEN,SURAJ NAIK SONI,M,GEN,41,BJP,28411,3
UTTARA KANNADA ,Kumta,GEN,GOUDA GAYATRI MANJUNATH,F,GEN,42,KJP,14286,4
UTTARA KANNADA ,Kumta,GEN,MOHAN BAGLU PATGAR,M,GEN,46,IND,3070,5
UTTARA KANNADA ,Kumta,GEN,NAGARAJ SHRIDHAR SHET,M,GEN,26,HND,1534,6
UTTARA KANNADA ,Kumta,GEN,VASANT JOGALEKAR,M,SC,42,BSP,978,7
UTTARA KANNADA ,Kumta,GEN,MAHABALESHWAR RAMAKRISHNA BHAT MADGUNI,M,GEN,82,IND,881,8
UTTARA KANNADA ,Kumta,GEN,ASHOK.  R.   MADIVAL (JADUGAR) HONAVAR,M,GEN,50,IND,789,9
UTTARA KANNADA ,Kumta,GEN,DATTARAYA HANUMANTH PATGAR,M,GEN,48,BSRCP,644,10
UTTARA KANNADA ,Kumta,GEN,SADANAND ANNAPPA DESHBHANDARI,M,GEN,63,JD(U),572,11
UTTARA KANNADA ,Bhatkal,GEN,MANKALA SUBBA VAIDYA,M,GEN,41,IND,37319,1
UTTARA KANNADA ,Bhatkal,GEN,ENAYATHULLAH SHABANDRI,M,GEN,50,JD(S),27435,2
UTTARA KANNADA ,Bhatkal,GEN,SHIVANAND N. NAIK,M,GEN,52,KJP,26657,3
UTTARA KANNADA ,Bhatkal,GEN,J.D. NAIK,M,GEN,51,INC,21766,4
UTTARA KANNADA ,Bhatkal,GEN,GOVINDA JATTAPPA NAIK,M,GEN,42,BJP,14791,5
UTTARA KANNADA ,Bhatkal,GEN,BHUSHAN NAIK,M,GEN,43,IND,2571,6
UTTARA KANNADA ,Bhatkal,GEN,MULLA NADEEM AHMED,M,GEN,42,IND,1285,7
UTTARA KANNADA ,Bhatkal,GEN,KUMAR NAGAPPA HEBLE,M,GEN,44,IND,1047,8
UTTARA KANNADA ,Bhatkal,GEN,HOSAD SANTOSH HANUMANT PRABHU,M,GEN,41,BSP,902,9
UTTARA KANNADA ,Bhatkal,GEN,M.M.NAIK,M,GEN,45,BSRCP,744,10
UTTARA KANNADA ,Sirsi,GEN,ANANT KAGERI VISHWESHWAR HEGDE,M,GEN,52,BJP,42854,1
UTTARA KANNADA ,Sirsi,GEN,AYYAPPANAGAR DEEPAK HONNAVAR,M,GEN,52,INC,39795,2
UTTARA KANNADA ,Sirsi,GEN,SHASHIBHUSHAN HEGDE,M,GEN,38,JD(S),39761,3
UTTARA KANNADA ,Sirsi,GEN,HUVINAMANE RAVI HEGDE,M,GEN,51,KJP,3304,4
UTTARA KANNADA ,Sirsi,GEN,ANNAPPA AKASH S. MADIVAL,M,GEN,38,IND,2246,5
UTTARA KANNADA ,Sirsi,GEN,SUDHAKAR KIRA JOGLEKAR,M,SC,49,BSP,1374,6
UTTARA KANNADA ,Sirsi,GEN,NAGARAJ VENKATRAMAN HEGDE,M,GEN,26,BSRCP,1061,7
UTTARA KANNADA ,Sirsi,GEN,KANADE SANTOSH GOPAL,M,SC,34,JD(U),796,8
UTTARA KANNADA ,Yellapur,GEN,ARBAIL SHIVARAM HEBBAR,M,GEN,55,INC,58025,1
UTTARA KANNADA ,Yellapur,GEN,PATIL VEERABHADRAGOUDA SHIVANAGOUDA,M,GEN,54,BJP,33533,2
UTTARA KANNADA ,Yellapur,GEN,ANIL KUMAR D.,M,GEN,43,JD(S),22361,3
UTTARA KANNADA ,Yellapur,GEN,MAHESH M HOSKOPPA,M,GEN,46,KJP,1669,4
UTTARA KANNADA ,Yellapur,GEN,MARUTI NAGAPPA KARANDE,M,GEN,36,IND,1637,5
UTTARA KANNADA ,Yellapur,GEN,BIDARI SANGAMESH MAHADEV,M,GEN,44,IND,710,6
UTTARA KANNADA ,Yellapur,GEN,SHAKUNTALA PRABHAKAR HARIKANTRA,F,GEN,29,BSP,582,7
UTTARA KANNADA ,Yellapur,GEN,BHANDARKAR GANESH NAGESH,M,GEN,61,IND,545,8
UTTARA KANNADA ,Yellapur,GEN,UMAKANTH S KSHATRIYA,M,GEN,38,IND,489,9
UTTARA KANNADA ,Yellapur,GEN,BHAGWAT VENKATRAMAN GANAPATI,M,GEN,48,IND,437,10
UTTARA KANNADA ,Yellapur,GEN,PATANAKAR GANESH,M,GEN,32,IND,343,11
UTTARA KANNADA ,Yellapur,GEN,LAXMAN BANASODE,M,GEN,31,JD(U),227,12
UTTARA KANNADA ,Yellapur,GEN,VISHWANATH R BHAGWAT,M,GEN,29,BSRCP,187,13
HAVERI ,Hangal,GEN,MANOHAR H. TAHASHILDAR,M,GEN,67,INC,66324,1
HAVERI ,Hangal,GEN,UDASI C.M,M,GEN,77,KJP,60638,2
HAVERI ,Hangal,GEN,BASAVARAJ HADIMANI,M,GEN,61,BJP,7052,3
HAVERI ,Hangal,GEN,MOHANKUMAR B.K.,M,GEN,31,JD(S),4723,4
HAVERI ,Hangal,GEN,SHIDDAPPA KALLAPPA PUJAR,M,GEN,33,IND,2834,5
HAVERI ,Hangal,GEN,RAMU H. YALLURA,M,SC,33,IND,2015,6
HAVERI ,Hangal,GEN,LAMANI KRISHNA VACHAPPA,M,SC,28,BSP,809,7
HAVERI ,Shiggaon,GEN,BASAVARAJ BOMMAI,M,GEN,53,BJP,73007,1
HAVERI ,Shiggaon,GEN,KHADRI SAYED AZIMPEER SAYED KADERBASHA,M,GEN,49,INC,63504,2
HAVERI ,Shiggaon,GEN,BAPUGOUDRA KASHINATHGOUDRA PATIL,M,GEN,38,KJP,7810,3
HAVERI ,Shiggaon,GEN,SUMANGALA KADAPPA MYSORE,F,SC,40,JD(S),1531,4
HAVERI ,Shiggaon,GEN,NANDAN BABURAO TAMBE,M,GEN,45,NCP,1305,5
HAVERI ,Shiggaon,GEN,MADAN GANGAPPA HITTANAGI,M,GEN,31,IND,802,6
HAVERI ,Shiggaon,GEN,ONKAR KRISHNAJI RAGHAVENDRA,M,GEN,36,BSP,660,7
HAVERI ,Shiggaon,GEN,KUNNUR SURESH BASAVANNEPPA,M,GEN,60,IND,468,8
HAVERI ,Shiggaon,GEN,NAGANGOUDA DANAPPAGOUDA MARIGOUDDRA,M,GEN,46,RCMP,448,9
HAVERI ,Shiggaon,GEN,AGADI PUTTAPPA ARJAPPA,M,GEN,58,IND,314,10
HAVERI ,Shiggaon,GEN,ASHOK BASAPPA MYSORE,M,SC,30,JD(U),253,11
HAVERI ,Haveri,SC,RUDRAPPA MANAPPA LAMANI,M,SC,54,INC,83119,1
HAVERI ,Haveri,SC,NEHARU OLEKARA,M,SC,56,KJP,52911,2
HAVERI ,Haveri,SC,DR || MALLESHAPPA HARIJAN,M,SC,37,BJP,5153,3
HAVERI ,Haveri,SC,MOTILALA.DODDAMANI,M,SC,43,IND,2088,4
HAVERI ,Haveri,SC,KARIYALLAPPA FAKKIRAPPA BHAJANTRI,M,SC,37,BSRCP,2070,5
HAVERI ,Haveri,SC,MEGALAMANI PARAMESHWARA TIPPANNA,M,SC,50,JD(S),1461,6
HAVERI ,Haveri,SC,SANJAYAGANDHI PUTTAPPA SANJEEVANNANAVAR,M,SC,31,IND,1207,7
HAVERI ,Haveri,SC,SHANKARA ALLIPURA,M,SC,45,JD(U),989,8
HAVERI ,Haveri,SC,DR || SANJAYA DANGE,M,SC,46,IND,839,9
HAVERI ,Haveri,SC,KUNNURA SHANKARAPPA BASAVANNEPPA,M,SC,40,BSP,632,10
HAVERI ,Byadgi,GEN,BASAVARAJ NEELAPPA SHIVANNANAVAR,M,GEN,57,INC,57707,1
HAVERI ,Byadgi,GEN,SHIVARAJ SAJJANAR,M,GEN,54,KJP,44348,2
HAVERI ,Byadgi,GEN,BALLARY VIRUPAKSHAPPA RUDRAPPA,M,GEN,49,BJP,37877,3
HAVERI ,Byadgi,GEN,SHIVANNA HUGAR,M,GEN,44,IND,1675,4
HAVERI ,Byadgi,GEN,DADAPEER MARDANSAB BHOOSI,M,GEN,42,BSRCP,1563,5
HAVERI ,Byadgi,GEN,HALAPPA TIMMENAHALLI,M,GEN,61,IND,1438,6
HAVERI ,Byadgi,GEN,CHANDRAPPA BHARAMAPPA KARAGI,M,GEN,39,JD(S),1163,7
HAVERI ,Byadgi,GEN,BASAVANTAPPA GUDDAPPA GONEMMANAVAR,M,SC,52,BSP,1023,8
HAVERI ,Byadgi,GEN,BASAVANTAPPA HONNAPPA HULLATTI,M,ST,48,SJPA,814,9
HAVERI ,Byadgi,GEN,SALIMATH RUDRAYYA ANDANAYYA,M,GEN,48,IND,707,10
HAVERI ,Byadgi,GEN,B. M. JAYADEVAMATHAD,M,GEN,48,IND,620,11
HAVERI ,Byadgi,GEN,SHIVAKUMAR MAHADEVAPPA TALAWAR,M,GEN,29,IND,560,12
HAVERI ,Byadgi,GEN,DEVAPPA RAMAPPA HULIKELLAPPANAVAR,M,GEN,35,IND,336,13
HAVERI ,Hirekerur,GEN,U. B. BANAKAR,M,GEN,53,KJP,52623,1
HAVERI ,Hirekerur,GEN,B.C.PATIL,M,GEN,57,INC,50017,2
HAVERI ,Hirekerur,GEN,B .H . BANNIKOD,M,GEN,71,IND,10579,3
HAVERI ,Hirekerur,GEN,H .M.ASHOK,M,GEN,43,BSRCP,3399,4
HAVERI ,Hirekerur,GEN,PALAKSHAGOUDA.H.PATIL,M,GEN,42,BJP,3177,5
HAVERI ,Hirekerur,GEN,SAMPATKUMAR. B .MUTTALLI,M,GEN,40,LSP,2921,6
HAVERI ,Hirekerur,GEN,NEELAPPA. M. ITER,M,GEN,56,IND,2205,7
HAVERI ,Hirekerur,GEN,DHARMARAJ M SALI,M,GEN,60,JD(S),1885,8
HAVERI ,Hirekerur,GEN,S.S. KUSAGUR,M,GEN,31,IND,1701,9
HAVERI ,Hirekerur,GEN,P .D. BASANGOUDRA,M,GEN,49,IND,1449,10
HAVERI ,Hirekerur,GEN,BEVINAHALLI. SIVAPPA. VEERAPPA,M,SC,43,IND,704,11
HAVERI ,Hirekerur,GEN,SULEMAN. JAMALSAB .BALIGAR,M,GEN,31,BSP,684,12
HAVERI ,Hirekerur,GEN,RAJESH. B. JOLAD,M,GEN,31,IND,632,13
HAVERI ,Hirekerur,GEN,DADAPEERSAB HONNURSAB KULAMBI,M,GEN,49,IND,350,14
HAVERI ,Hirekerur,GEN,CHANDRASHEKHAR. V. BARANGI,M,GEN,29,IND,337,15
HAVERI ,Hirekerur,GEN,MANAKUR MARUTI RANGAPPA,M,ST,58,IND,334,16
HAVERI ,Ranibennur,GEN,KOLIWAD K.B,M,GEN,69,INC,53780,1
HAVERI ,Ranibennur,GEN,R.SHANKAR,M,GEN,48,IND,46992,2
HAVERI ,Ranibennur,GEN,SHIVANNA G,M,GEN,75,KJP,26570,3
HAVERI ,Ranibennur,GEN,MANJUNATH GOWDA SHIVANNANAVAR,M,GEN,31,JD(S),14146,4
HAVERI ,Ranibennur,GEN,ARUNKUMAR PUJAR,M,GEN,35,BJP,9476,5
HAVERI ,Ranibennur,GEN,HANUMANTAPPA.D.KABBAR,M,GEN,29,IND,2975,6
HAVERI ,Ranibennur,GEN,BASAPPA PUTTAPPA BANAKAR,M,GEN,51,IND,1053,7
HAVERI ,Ranibennur,GEN,GURULINGAPPAGOWDRA UMESH MAHADEVAPPA,M,GEN,52,BSP,944,8
HAVERI ,Ranibennur,GEN,KOTRESHAPPA KORI,M,GEN,39,BSRCP,856,9
HAVERI ,Ranibennur,GEN,A. PRAKASH JAIN,M,GEN,55,IND,845,10
HAVERI ,Ranibennur,GEN,GANGADHAR HADIMANI,M,GEN,52,IND,401,11
HAVERI ,Ranibennur,GEN,B.A.SUNIL DEVARAGUDDA,M,GEN,47,JD(U),400,12
HAVERI ,Ranibennur,GEN,B.M.JAYADEVA,M,GEN,48,IND,377,13
HAVERI ,Ranibennur,GEN,RUDRESH RAMANNA HADAGALI,M,GEN,50,SP,352,14
BELLARY ,Hadagalli,SC,P.T.PARAMESHWARANAIK,M,SC,48,INC,59336,1
BELLARY ,Hadagalli,SC,B.CHANDRANAIK,M,SC,51,BJP,18526,2
BELLARY ,Hadagalli,SC,MADHUNAIK L,M,SC,51,KJP,18178,3
BELLARY ,Hadagalli,SC,HEMANHTKUMAR BHARATI,M,SC,60,BSRCP,10300,4
BELLARY ,Hadagalli,SC,DR.L.P.NAIK KATARI,M,SC,39,JD(S),3861,5
BELLARY ,Hadagalli,SC,HARISH KUMAR V,M,SC,47,IND,2098,6
BELLARY ,Hadagalli,SC,K.UCHHENGAPPA,M,SC,50,BSP,1113,7
BELLARY ,Hadagalli,SC,B.J.RAGHAVENDRANAIK,M,SC,32,CPI(ML)(L),927,8
BELLARY ,Hadagalli,SC,A.K.HONNURAPPA,M,SC,48,ANC,885,9
BELLARY ,Hadagalli,SC,RAMANAJANEYA .T,M,SC,39,IND,875,10
BELLARY ,Hagaribommanahalli,SC,BHEEMANAIK LBP,M,SC,39,JD(S),51972,1
BELLARY ,Hagaribommanahalli,SC,K NEMARAJA NAIK,M,SC,43,BJP,51847,2
BELLARY ,Hagaribommanahalli,SC,MARENNA L,M,SC,64,INC,23860,3
BELLARY ,Hagaribommanahalli,SC,DODDA RAMANNA,M,SC,58,KJP,5836,4
BELLARY ,Hagaribommanahalli,SC,EKAMBRESH NAIK,M,SC,42,BSRCP,2555,5
BELLARY ,Hagaribommanahalli,SC,MOHAN DASARI,M,SC,30,IND,1963,6
BELLARY ,Hagaribommanahalli,SC,RAVIKUMAR V,M,SC,29,IND,1522,7
BELLARY ,Hagaribommanahalli,SC,MANASVI,F,SC,26,IND,1071,8
BELLARY ,Hagaribommanahalli,SC,NAGARAJA V,M,SC,26,BSP,1017,9
BELLARY ,Hagaribommanahalli,SC,AROGYA SWAMY B,M,SC,55,JD(U),860,10
BELLARY ,Hagaribommanahalli,SC,BHEEMAPPA POOJARA,M,SC,66,IND,727,11
BELLARY ,Hagaribommanahalli,SC,V PAVANA KUMARA,M,SC,29,IND,598,12
BELLARY ,Hagaribommanahalli,SC,H GOPALA,M,SC,43,IND,502,13
BELLARY ,Hagaribommanahalli,SC,KOTRESHAPPA M,M,SC,33,ANC,496,14
BELLARY ,Vijayanagara,GEN,ANAND SINGH,M,GEN,47,BJP,69995,1
BELLARY ,Vijayanagara,GEN,H.ABDUL WAHAB,M,GEN,70,INC,39358,2
BELLARY ,Vijayanagara,GEN,B L RANI SAMYUKTHA,F,GEN,47,BSRCP,6406,3
BELLARY ,Vijayanagara,GEN,MOHAMMED ABDUL LATEEF,M,GEN,62,IND,1039,4
BELLARY ,Vijayanagara,GEN,BHASKAR REDDY,M,GEN,46,CPM,944,5
BELLARY ,Vijayanagara,GEN,GANESH,M,GEN,38,BSP,937,6
BELLARY ,Vijayanagara,GEN,S.M MANOHARA,M,GEN,58,IND,877,7
BELLARY ,Vijayanagara,GEN,BASAVARAJ NALATHVAD,M,GEN,40,IND,801,8
BELLARY ,Vijayanagara,GEN,B.VEERESH,M,GEN,38,KJP,618,9
BELLARY ,Vijayanagara,GEN,Y PAMPAPATHI,M,GEN,54,IND,612,10
BELLARY ,Vijayanagara,GEN,K BASAVARAJA ,M,GEN,34,JD(S),611,11
BELLARY ,Vijayanagara,GEN,G. DEVANANDA,M,ST,30,IND,355,12
BELLARY ,Vijayanagara,GEN,D VEERANAGOUDA,M,GEN,41,IND,322,13
BELLARY ,Vijayanagara,GEN,A VIJAYAKUMAR,M,GEN,27,IND,307,14
BELLARY ,Vijayanagara,GEN,P NAGARAJA,M,GEN,39,IND,284,15
BELLARY ,Vijayanagara,GEN,DR. EMMANVEL R.G,M,GEN,27,IND,283,16
BELLARY ,Vijayanagara,GEN,M GHOUSIYA KHAN,F,GEN,27,IND,265,17
BELLARY ,Vijayanagara,GEN,DEVAKUMAR,M,GEN,26,IND,238,18
BELLARY ,Vijayanagara,GEN,MANJUNATHA. V,M,SC,32,PPOI,235,19
BELLARY ,Vijayanagara,GEN,AMEEN BASHA SAB,M,GEN,43,IND,226,20
BELLARY ,Kampli,ST,T.H. SURESH BABU,M,ST,30,BSRCP,70858,1
BELLARY ,Kampli,ST,J.N. GANESH,M,ST,34,IND,36462,2
BELLARY ,Kampli,ST,GUJJAL NAGARAJA,M,ST,40,INC,12197,3
BELLARY ,Kampli,ST,BASAVARAJU H.D.,M,ST,59,KJP,5494,4
BELLARY ,Kampli,ST,S. VEERESH,M,ST,59,JD(S),5199,5
BELLARY ,Kampli,ST,PARVATAMMA H.L.,F,ST,53,IND,3223,6
BELLARY ,Kampli,ST,SHIVASHANKAR BADANAHATTI,M,ST,46,CPM,2342,7
BELLARY ,Kampli,ST,B. SHIVAKUMAR,M,ST,36,BJP,1928,8
BELLARY ,Kampli,ST,B. KARIYAPPA NAYAKA,M,ST,41,IND,1788,9
BELLARY ,Kampli,ST,V. SOMASHEKAR,M,ST,40,BSP,786,10
BELLARY ,Siruguppa,ST,B.M. NAGARAJA,M,ST,42,INC,65490,1
BELLARY ,Siruguppa,ST,M.S. SOMALINGAPPA,M,ST,53,BJP,43676,2
BELLARY ,Siruguppa,ST,H.M. MALLIKARJUN,M,ST,44,BSRCP,7272,3
BELLARY ,Siruguppa,ST,B. ERANNA,M,ST,64,JD(S),3183,4
BELLARY ,Siruguppa,ST,K. NARASIMHA NAYAKA,M,ST,49,KJP,2254,5
BELLARY ,Siruguppa,ST,B.S. MALLIKARJUN NAYAKA,M,ST,27,IND,1638,6
BELLARY ,Siruguppa,ST,NARI MAREPPA,M,ST,29,BSP,1574,7
BELLARY ,Siruguppa,ST,N. KALINGAPPA,M,ST,55,LSP,1045,8
BELLARY ,Siruguppa,ST,DESAI JADEPPA,M,ST,50,KRRS,645,9
BELLARY ,Bellary,ST,NY GOPALAKRISHNA,M,,,INC,83906,1
BELLARY ,Bellary,ST,OBALESH,M,,,BJP,50802,2
BELLARY ,Bellary,ST,NOTA,M,,,IND,1190,3
BELLARY ,Bellary,ST,B. RAGHU,M,,,Pyramid Party of India,1144,4
BELLARY ,Bellary,ST,B RAMUDU (ADDIGERI RAMANNA),M,,,Independent,587,5
BELLARY ,Bellary,ST,G CHANDRASHEKARA,M,,,Independent,419,6
BELLARY ,Bellary City,GEN,ANIL LAD,M,GEN,39,INC,52098,1
BELLARY ,Bellary City,GEN,S. MURALI KRISHNA,M,GEN,44,BSRCP,33898,2
BELLARY ,Bellary City,GEN,MUNNA,M,GEN,44,JD(S),16285,3
BELLARY ,Bellary City,GEN,GUTTIGANURU VIRUPAKSHA GOUDA,M,GEN,43,BJP,5646,4
BELLARY ,Bellary City,GEN,K NAGABHUSHANA RAO,M,GEN,48,CPI,2508,5
BELLARY ,Bellary City,GEN,J B JAYAMMA,F,ST,36,IND,877,6
BELLARY ,Bellary City,GEN,CHANDRASHEKAR NAIDU,M,GEN,40,IND,794,7
BELLARY ,Bellary City,GEN,D NAGALAKSHMI,F,GEN,45,SUCI,652,8
BELLARY ,Bellary City,GEN,P S GURURAJ,M,GEN,52,IND,536,9
BELLARY ,Bellary City,GEN,PRUTHVIRAJ,M,SC,34,RPI(A),490,10
BELLARY ,Bellary City,GEN,M SUJAN BABU,M,GEN,27,IND,459,11
BELLARY ,Bellary City,GEN,D PARTHASARATHI,M,SC,48,IND,444,12
BELLARY ,Bellary City,GEN,ARUNACHALAM Y,M,SC,28,PPOI,429,13
BELLARY ,Bellary City,GEN,MEKALA ESHWARA REDDY,M,GEN,47,IND,427,14
BELLARY ,Bellary City,GEN,SARMAS BEE,F,GEN,38,IND,412,15
BELLARY ,Bellary City,GEN,M. NARAYANA SWAMY,M,SC,34,BSP,411,16
BELLARY ,Bellary City,GEN,P BANDE GOUDA,M,GEN,60,IND,353,17
BELLARY ,Bellary City,GEN,VENKATESHA,M,SC,36,IND,340,18
BELLARY ,Bellary City,GEN,K. R RAVI KUMAR,M,SC,34,AMJP,320,19
BELLARY ,Bellary City,GEN,NAZEER HUSSAIN,M,GEN,45,IND,302,20
BELLARY ,Bellary City,GEN,HAMPI RAMANA,F,GEN,37,IND,238,21
BELLARY ,Bellary City,GEN,S NAZEER AHAMED,M,GEN,57,IND,236,22
BELLARY ,Bellary City,GEN,APPANNANAVARA NATARAJA GOUDA,M,GEN,41,IND,235,23
BELLARY ,Bellary City,GEN,N GANGIREDDY,M,GEN,56,IND,221,24
BELLARY ,Bellary City,GEN,H D GOVINDA,M,SC,30,IND,216,25
BELLARY ,Bellary City,GEN,D LOKESHA KUMARA,M,SC,33,IND,176,26
BELLARY ,Bellary City,GEN,KHADER BASHA,M,GEN,44,IND,175,27
BELLARY ,Bellary City,GEN,V SURYANARAYANA,M,SC,42,IND,156,28
BELLARY ,Bellary City,GEN,HANDI RAFIQ SAB,M,GEN,48,IND,137,29
BELLARY ,Sandur,ST,E.TUKARAM,M,ST,46,INC,62246,1
BELLARY ,Sandur,ST,DHANANJAYA.R,M,ST,43,JD(S),27615,2
BELLARY ,Sandur,ST,CHINNABASAPPA.G,M,ST,58,BSRCP,23359,3
BELLARY ,Sandur,ST,B.RAVIPRAKASH,M,ST,46,KJP,4355,4
BELLARY ,Sandur,ST,MARENNA.E.,M,ST,60,BJP,3314,5
BELLARY ,Sandur,ST,HANUMANTAPPA,M,ST,52,CPI,2699,6
BELLARY ,Sandur,ST,P.PANDURANGAIAH,M,ST,43,IND,1935,7
BELLARY ,Sandur,ST,SHIVARAMA BHIMAPPA,M,ST,38,IND,1911,8
BELLARY ,Sandur,ST,G.VEERANAGOUDA,M,ST,48,IND,950,9
BELLARY ,Kudligi,ST,B. NAGENDRA,M,ST,42,IND,71477,1
BELLARY ,Kudligi,ST,S. VENKATESHA,M,ST,50,INC,46674,2
BELLARY ,Kudligi,ST,RAMAPPA,M,ST,61,BJP,2632,3
BELLARY ,Kudligi,ST,G. NATARAJA,M,ST,43,IND,2321,4
BELLARY ,Kudligi,ST,B. SUBHASH CHANDRA,M,ST,41,IND,2181,5
BELLARY ,Kudligi,ST,DR.K.TARASALAPPA,M,ST,62,KJP,1628,6
BELLARY ,Kudligi,ST,D. KARUNESH,M,ST,54,ANC,1135,7
BELLARY ,Kudligi,ST,G KARAPPA,M,ST,47,JD(S),1078,8
BELLARY ,Kudligi,ST,BASAVARAJ N.,M,ST,29,IND,1012,9
BELLARY ,Kudligi,ST,ANJINAPPA KAJJERU,M,ST,39,IND,890,10
BELLARY ,Kudligi,ST,APPAIAH,M,ST,29,IND,815,11
BELLARY ,Kudligi,ST,M KARIBASAPPA,M,ST,30,BSP,622,12
BELLARY ,Kudligi,ST,H.P.SHARANAPPA,M,ST,45,SP,476,13
CHITRADURGA ,Molakalmuru,ST,S. THIPPESWAMY,M,ST,64,BSRCP,76827,1
CHITRADURGA ,Molakalmuru,ST,N. Y. GOPALAKRISHNA,M,ST,60,INC,69658,2
CHITRADURGA ,Molakalmuru,ST,DR.OBANNA POOJAR,M,ST,53,JD(S),4234,3
CHITRADURGA ,Molakalmuru,ST,DASARI KIRTHI KUMAR,M,ST,44,BJP,3227,4
CHITRADURGA ,Molakalmuru,ST,DHRAKSHAYANAMMA,F,ST,46,KJP,1832,5
CHITRADURGA ,Molakalmuru,ST,SANNA MARANNA,M,ST,42,IND,1536,6
CHITRADURGA ,Molakalmuru,ST,COMMRED PATEL G. PAPANAYAKA,M,ST,43,CPI,1438,7
CHITRADURGA ,Molakalmuru,ST,H. RAMANNA,M,ST,48,BSP,950,8
CHITRADURGA ,Molakalmuru,ST,N.R. MALLAIAH SWAMY,M,ST,50,IND,942,9
CHITRADURGA ,Molakalmuru,ST,H. THIMMAIAH,M,ST,40,IND,899,10
CHITRADURGA ,Molakalmuru,ST,D.T. SRINIVASA NAYAKA,M,ST,33,IND,797,11
CHITRADURGA ,Molakalmuru,ST,G.S. BASANNA,M,ST,35,JD(U),557,12
CHITRADURGA ,Molakalmuru,ST,S.CHANDRANNA,M,ST,48,IND,542,13
CHITRADURGA ,Molakalmuru,ST,D. BORAYYA,M,ST,48,IND,496,14
CHITRADURGA ,Molakalmuru,ST,D. DODDA BORAIAH,M,ST,38,IND,478,15
CHITRADURGA ,Challakere,ST,T RAGHUMURTHY,M,ST,50,INC,60197,1
CHITRADURGA ,Challakere,ST,K T KUMARASWAMY,M,ST,29,KJP,37074,2
CHITRADURGA ,Challakere,ST,P THIPPESWAMY(P.T),M,ST,45,JD(S),27373,3
CHITRADURGA ,Challakere,ST,G P JAYAPALAIAH,M,ST,38,BJP,12981,4
CHITRADURGA ,Challakere,ST,L NAGARAJU(NAGANNA),M,ST,42,BSRCP,4233,5
CHITRADURGA ,Challakere,ST,B HANUMANTHARAYA,M,ST,37,IND,2568,6
CHITRADURGA ,Challakere,ST,P PALAIAH,M,ST,49,BSP,998,7
CHITRADURGA ,Challakere,ST,DEEPA C,F,ST,30,SP,909,8
CHITRADURGA ,Challakere,ST,LAKSHMIDEVI,F,ST,36,IND,813,9
CHITRADURGA ,Challakere,ST,M PALAIAH,M,ST,43,IND,630,10
CHITRADURGA ,Chitradurga,GEN,G.H.THIPPAREDDY,M,GEN,66,BJP,62228,1
CHITRADURGA ,Chitradurga,GEN,BASAVARAJAN (BASANNA),M,GEN,50,JD(S),35510,2
CHITRADURGA ,Chitradurga,GEN,G.S.MANJUNATHA,M,GEN,61,INC,30729,3
CHITRADURGA ,Chitradurga,GEN,FAYAZUDDIN. K.S.,M,GEN,41,BSRCP,23382,4
CHITRADURGA ,Chitradurga,GEN,A.V. UMAPATHI,M,GEN,62,KJP,3791,5
CHITRADURGA ,Chitradurga,GEN,SATHISH,M,GEN,50,IND,1993,6
CHITRADURGA ,Chitradurga,GEN,C.K.REHAMAN @ CHAND,M,GEN,37,IND,1077,7
CHITRADURGA ,Chitradurga,GEN,G.R.PANDURANGA,M,GEN,59,BSP,796,8
CHITRADURGA ,Chitradurga,GEN,GANESHA,M,SC,52,IND,698,9
CHITRADURGA ,Chitradurga,GEN,N. SURESH,M,GEN,44,IND,657,10
CHITRADURGA ,Chitradurga,GEN,ISHRATH JAHAN,F,GEN,47,RCMP,513,11
CHITRADURGA ,Chitradurga,GEN,K.S. BASAVARAJA,M,GEN,36,NPP,418,12
CHITRADURGA ,Chitradurga,GEN,K.S. MALLIKARJUNA SHETTY,M,GEN,54,PPOI,355,13
CHITRADURGA ,Chitradurga,GEN,A. KESHAVAMURTHY,M,GEN,43,IND,282,14
CHITRADURGA ,Chitradurga,GEN,S. MRUTHYUNJAYAPPA,M,GEN,52,IND,273,15
CHITRADURGA ,Chitradurga,GEN,H.S. YASHODAMMA,F,GEN,33,JD(U),254,16
CHITRADURGA ,Chitradurga,GEN,MAMATHA. K.B.,F,GEN,35,SP,208,17
CHITRADURGA ,Chitradurga,GEN,ASLAM BASHA,M,GEN,52,IND,201,18
CHITRADURGA ,Hiriyur,GEN,D.SUDHAKAR,M,GEN,52,INC,71661,1
CHITRADURGA ,Hiriyur,GEN,A.KRISHNAPPA,M,GEN,68,JD(S),70456,2
CHITRADURGA ,Hiriyur,GEN,M.JAYANNA,M,GEN,54,BSRCP,6965,3
CHITRADURGA ,Hiriyur,GEN,S.SIDDESH YADAV,M,GEN,41,BJP,2880,4
CHITRADURGA ,Hiriyur,GEN,M.THIPPESWAMY,M,GEN,39,KJP,2570,5
CHITRADURGA ,Hiriyur,GEN,C.NATARAJA,M,GEN,38,IND,1418,6
CHITRADURGA ,Hiriyur,GEN,B.T.SHANTHANNA,M,GEN,49,IND,1024,7
CHITRADURGA ,Hiriyur,GEN,S.H.KANTHARAJ HULI,M,GEN,32,BSP,1008,8
